cell_barcode,donor,sample,condition,batch,lane,pathway_score,nc_unit,nc_split
cell_donor_2_23,donor_2,donor_2_treated,treated,batch_A,lane_4,1.5067,donor_2,b
cell_donor_2_24,donor_2,donor_2_treated,treated,batch_A,lane_1,1.2817,donor_2,a
cell_donor_2_25,donor_2,donor_2_treated,treated,batch_A,lane_2,1.2072,donor_2,b
cell_donor_2_26,donor_2,donor_2_treated,treated,batch_A,lane_3,1.1809,donor_2,a
cell_donor_2_27,donor_2,donor_2_treated,treated,batch_A,lane_4,0.4003,donor_2,b
cell_donor_2_28,donor_2,donor_2_treated,treated,batch_A,lane_1,-0.0157,donor_2,a
cell_donor_2_29,donor_2,donor_2_treated,treated,batch_A,lane_2,0.6023,donor_2,b
cell_donor_2_30,donor_2,donor_2_treated,treated,batch_A,lane_3,1.5896,donor_2,a
cell_donor_2_31,donor_2,donor_2_treated,treated,batch_A,lane_4,2.5099,donor_2,b
cell_donor_2_32,donor_2,donor_2_treated,treated,batch_A,lane_1,1.9758,donor_2,a
cell_donor_2_33,donor_2,donor_2_treated,treated,batch_A,lane_2,2.052,donor_2,b
cell_donor_2_34,donor_2,donor_2_treated,treated,batch_A,lane_3,1.776,donor_2,a
cell_donor_2_35,donor_2,donor_2_treated,treated,batch_A,lane_4,1.6972,donor_2,b
cell_donor_2_36,donor_2,donor_2_treated,treated,batch_A,lane_1,1.1821,donor_2,a
cell_donor_2_37,donor_2,donor_2_treated,treated,batch_A,lane_2,1.7703,donor_2,b
cell_donor_2_38,donor_2,donor_2_treated,treated,batch_A,lane_3,2.7724,donor_2,a
cell_donor_2_39,donor_2,donor_2_treated,treated,batch_A,lane_4,0.6711,donor_2,b
cell_donor_3_0,donor_3,donor_3_treated,treated,batch_A,lane_1,2.5519,donor_3,a
cell_donor_3_1,donor_3,donor_3_treated,treated,batch_A,lane_2,0.8365,donor_3,b
cell_donor_3_2,donor_3,donor_3_treated,treated,batch_A,lane_3,1.5628,donor_3,a
cell_donor_3_3,donor_3,donor_3_treated,treated,batch_A,lane_4,1.4657,donor_3,b
cell_donor_3_4,donor_3,donor_3_treated,treated,batch_A,lane_1,-0.5439,donor_3,a
cell_donor_3_5,donor_3,donor_3_treated,treated,batch_A,lane_2,3.0253,donor_3,b
cell_donor_3_6,donor_3,donor_3_treated,treated,batch_A,lane_3,2.3677,donor_3,a
cell_donor_3_7,donor_3,donor_3_treated,treated,batch_A,lane_4,0.7688,donor_3,b
cell_donor_3_8,donor_3,donor_3_treated,treated,batch_A,lane_1,1.3444,donor_3,a
cell_donor_3_9,donor_3,donor_3_treated,treated,batch_A,lane_2,0.7188,donor_3,b
cell_donor_3_10,donor_3,donor_3_treated,treated,batch_A,lane_3,-0.2923,donor_3,a
cell_donor_3_11,donor_3,donor_3_treated,treated,batch_A,lane_4,0.4798,donor_3,b
cell_donor_3_12,donor_3,donor_3_treated,treated,batch_A,lane_1,0.9659,donor_3,a
cell_donor_3_13,donor_3,donor_3_treated,treated,batch_A,lane_2,1.7077,donor_3,b
cell_donor_3_14,donor_3,donor_3_treated,treated,batch_A,lane_3,1.3011,donor_3,a
cell_donor_3_15,donor_3,donor_3_treated,treated,batch_A,lane_4,0.6514,donor_3,b
cell_donor_3_16,donor_3,donor_3_treated,treated,batch_A,lane_1,1.9467,donor_3,a
cell_donor_3_17,donor_3,donor_3_treated,treated,batch_A,lane_2,-0.1689,donor_3,b
cell_donor_3_18,donor_3,donor_3_treated,treated,batch_A,lane_3,1.3848,donor_3,a
cell_donor_3_19,donor_3,donor_3_treated,treated,batch_A,lane_4,1.704,donor_3,b
cell_donor_3_20,donor_3,donor_3_treated,treated,batch_A,lane_1,0.2998,donor_3,a
cell_donor_3_21,donor_3,donor_3_treated,treated,batch_A,lane_2,-1.1988,donor_3,b
cell_donor_3_22,donor_3,donor_3_treated,treated,batch_A,lane_3,-0.3144,donor_3,a
cell_donor_3_23,donor_3,donor_3_treated,treated,batch_A,lane_4,0.8289,donor_3,b
cell_donor_3_24,donor_3,donor_3_treated,treated,batch_A,lane_1,1.1197,donor_3,a
cell_donor_3_25,donor_3,donor_3_treated,treated,batch_A,lane_2,2.1401,donor_3,b
cell_donor_3_26,donor_3,donor_3_treated,treated,batch_A,lane_3,-0.4123,donor_3,a
cell_donor_3_27,donor_3,donor_3_treated,treated,batch_A,lane_4,0.5939,donor_3,b
cell_donor_3_28,donor_3,donor_3_treated,treated,batch_A,lane_1,1.2407,donor_3,a
cell_donor_3_29,donor_3,donor_3_treated,treated,batch_A,lane_2,0.4342,donor_3,b
cell_donor_3_30,donor_3,donor_3_treated,treated,batch_A,lane_3,-1.7778,donor_3,a
cell_donor_3_31,donor_3,donor_3_treated,treated,batch_A,lane_4,1.3983,donor_3,b
cell_donor_3_32,donor_3,donor_3_treated,treated,batch_A,lane_1,2.9041,donor_3,a
cell_donor_3_33,donor_3,donor_3_treated,treated,batch_A,lane_2,1.5962,donor_3,b
cell_donor_3_34,donor_3,donor_3_treated,treated,batch_A,lane_3,-0.3256,donor_3,a
cell_donor_3_35,donor_3,donor_3_treated,treated,batch_A,lane_4,0.1795,donor_3,b
cell_donor_3_36,donor_3,donor_3_treated,treated,batch_A,lane_1,0.8137,donor_3,a
cell_donor_3_37,donor_3,donor_3_treated,treated,batch_A,lane_2,3.0809,donor_3,b
cell_donor_3_38,donor_3,donor_3_treated,treated,batch_A,lane_3,1.2093,donor_3,a
cell_donor_3_39,donor_3,donor_3_treated,treated,batch_A,lane_4,0.7055,donor_3,b
cell_donor_4_0,donor_4,donor_4_treated,treated,batch_A,lane_1,1.1855,donor_4,a
cell_donor_4_1,donor_4,donor_4_treated,treated,batch_A,lane_2,3.1286,donor_4,b
cell_donor_4_2,donor_4,donor_4_treated,treated,batch_A,lane_3,0.5822,donor_4,a
cell_donor_4_3,donor_4,donor_4_treated,treated,batch_A,lane_4,0.7924,donor_4,b
cell_donor_4_4,donor_4,donor_4_treated,treated,batch_A,lane_1,1.9881,donor_4,a
cell_donor_4_5,donor_4,donor_4_treated,treated,batch_A,lane_2,2.6916,donor_4,b
cell_donor_4_6,donor_4,donor_4_treated,treated,batch_A,lane_3,1.9212,donor_4,a
cell_donor_4_7,donor_4,donor_4_treated,treated,batch_A,lane_4,1.5688,donor_4,b
cell_donor_4_8,donor_4,donor_4_treated,treated,batch_A,lane_1,-0.5544,donor_4,a
cell_donor_4_9,donor_4,donor_4_treated,treated,batch_A,lane_2,0.5544,donor_4,b
cell_donor_4_10,donor_4,donor_4_treated,treated,batch_A,lane_3,0.6566,donor_4,a
cell_donor_4_11,donor_4,donor_4_treated,treated,batch_A,lane_4,0.7336,donor_4,b
cell_donor_4_12,donor_4,donor_4_treated,treated,batch_A,lane_1,1.8537,donor_4,a
cell_donor_4_13,donor_4,donor_4_treated,treated,batch_A,lane_2,0.9321,donor_4,b
cell_donor_4_14,donor_4,donor_4_treated,treated,batch_A,lane_3,2.0549,donor_4,a
cell_donor_4_15,donor_4,donor_4_treated,treated,batch_A,lane_4,1.3496,donor_4,b
cell_donor_4_16,donor_4,donor_4_treated,treated,batch_A,lane_1,0.9344,donor_4,a
cell_donor_4_17,donor_4,donor_4_treated,treated,batch_A,lane_2,1.3854,donor_4,b
cell_donor_4_18,donor_4,donor_4_treated,treated,batch_A,lane_3,1.696,donor_4,a
cell_donor_4_19,donor_4,donor_4_treated,treated,batch_A,lane_4,2.1254,donor_4,b
cell_donor_4_20,donor_4,donor_4_treated,treated,batch_A,lane_1,0.7897,donor_4,a
cell_donor_4_21,donor_4,donor_4_treated,treated,batch_A,lane_2,1.0346,donor_4,b
cell_donor_4_22,donor_4,donor_4_treated,treated,batch_A,lane_3,-0.0964,donor_4,a
cell_donor_4_23,donor_4,donor_4_treated,treated,batch_A,lane_4,2.8711,donor_4,b
cell_donor_4_24,donor_4,donor_4_treated,treated,batch_A,lane_1,2.719,donor_4,a
cell_donor_4_25,donor_4,donor_4_treated,treated,batch_A,lane_2,1.0884,donor_4,b
cell_donor_4_26,donor_4,donor_4_treated,treated,batch_A,lane_3,0.7889,donor_4,a
cell_donor_4_27,donor_4,donor_4_treated,treated,batch_A,lane_4,0.0314,donor_4,b
cell_donor_4_28,donor_4,donor_4_treated,treated,batch_A,lane_1,1.4371,donor_4,a
cell_donor_4_29,donor_4,donor_4_treated,treated,batch_A,lane_2,1.4735,donor_4,b
cell_donor_4_30,donor_4,donor_4_treated,treated,batch_A,lane_3,3.449,donor_4,a
cell_donor_4_31,donor_4,donor_4_treated,treated,batch_A,lane_4,1.5136,donor_4,b
cell_donor_4_32,donor_4,donor_4_treated,treated,batch_A,lane_1,0.4894,donor_4,a
cell_donor_4_33,donor_4,donor_4_treated,treated,batch_A,lane_2,-1.1774,donor_4,b
cell_donor_4_34,donor_4,donor_4_treated,treated,batch_A,lane_3,2.6766,donor_4,a
cell_donor_4_35,donor_4,donor_4_treated,treated,batch_A,lane_4,1.4566,donor_4,b
cell_donor_4_36,donor_4,donor_4_treated,treated,batch_A,lane_1,-0.342,donor_4,a
cell_donor_4_37,donor_4,donor_4_treated,treated,batch_A,lane_2,1.4476,donor_4,b
cell_donor_4_38,donor_4,donor_4_treated,treated,batch_A,lane_3,-0.3413,donor_4,a
cell_donor_4_39,donor_4,donor_4_treated,treated,batch_A,lane_4,4.7476,donor_4,b
cell_donor_5_0,donor_5,donor_5_control,control,batch_B,lane_1,0.9081,donor_5,a
cell_donor_5_1,donor_5,donor_5_control,control,batch_B,lane_2,0.1606,donor_5,b
cell_donor_5_2,donor_5,donor_5_control,control,batch_B,lane_3,-1.804,donor_5,a
cell_donor_5_3,donor_5,donor_5_control,control,batch_B,lane_4,0.2093,donor_5,b
cell_donor_5_4,donor_5,donor_5_control,control,batch_B,lane_1,-1.2189,donor_5,a
cell_donor_5_5,donor_5,donor_5_control,control,batch_B,lane_2,0.9319,donor_5,b
cell_donor_5_6,donor_5,donor_5_control,control,batch_B,lane_3,-1.8032,donor_5,a
cell_donor_5_7,donor_5,donor_5_control,control,batch_B,lane_4,-0.572,donor_5,b
cell_donor_5_8,donor_5,donor_5_control,control,batch_B,lane_1,1.5552,donor_5,a
cell_donor_5_9,donor_5,donor_5_control,control,batch_B,lane_2,1.9795,donor_5,b
cell_donor_5_10,donor_5,donor_5_control,control,batch_B,lane_3,-0.8455,donor_5,a
cell_donor_5_11,donor_5,donor_5_control,control,batch_B,lane_4,-1.1983,donor_5,b
cell_donor_5_12,donor_5,donor_5_control,control,batch_B,lane_1,1.2151,donor_5,a
cell_donor_5_13,donor_5,donor_5_control,control,batch_B,lane_2,1.1888,donor_5,b
cell_donor_5_14,donor_5,donor_5_control,control,batch_B,lane_3,-0.6509,donor_5,a
cell_donor_5_15,donor_5,donor_5_control,control,batch_B,lane_4,-0.3586,donor_5,b
cell_donor_5_16,donor_5,donor_5_control,control,batch_B,lane_1,-0.3583,donor_5,a
cell_donor_5_17,donor_5,donor_5_control,control,batch_B,lane_2,-0.8537,donor_5,b
cell_donor_5_18,donor_5,donor_5_control,control,batch_B,lane_3,-0.3445,donor_5,a
cell_donor_5_19,donor_5,donor_5_control,control,batch_B,lane_4,1.5864,donor_5,b
cell_donor_5_20,donor_5,donor_5_control,control,batch_B,lane_1,1.0254,donor_5,a
cell_donor_5_21,donor_5,donor_5_control,control,batch_B,lane_2,2.3923,donor_5,b
cell_donor_5_22,donor_5,donor_5_control,control,batch_B,lane_3,0.2493,donor_5,a
cell_donor_5_23,donor_5,donor_5_control,control,batch_B,lane_4,0.2003,donor_5,b
cell_donor_5_24,donor_5,donor_5_control,control,batch_B,lane_1,-0.6467,donor_5,a
cell_donor_5_25,donor_5,donor_5_control,control,batch_B,lane_2,0.2119,donor_5,b
cell_donor_5_26,donor_5,donor_5_control,control,batch_B,lane_3,-0.9774,donor_5,a
cell_donor_5_27,donor_5,donor_5_control,control,batch_B,lane_4,-1.4417,donor_5,b
cell_donor_5_28,donor_5,donor_5_control,control,batch_B,lane_1,1.0327,donor_5,a
cell_donor_5_29,donor_5,donor_5_control,control,batch_B,lane_2,1.7758,donor_5,b
cell_donor_5_30,donor_5,donor_5_control,control,batch_B,lane_3,1.1726,donor_5,a
cell_donor_5_31,donor_5,donor_5_control,control,batch_B,lane_4,1.6681,donor_5,b
cell_donor_5_32,donor_5,donor_5_control,control,batch_B,lane_1,0.588,donor_5,a
cell_donor_5_33,donor_5,donor_5_control,control,batch_B,lane_2,-0.3825,donor_5,b
cell_donor_5_34,donor_5,donor_5_control,control,batch_B,lane_3,0.422,donor_5,a
cell_donor_5_35,donor_5,donor_5_control,control,batch_B,lane_4,-0.0384,donor_5,b
cell_donor_5_36,donor_5,donor_5_control,control,batch_B,lane_1,-0.7758,donor_5,a
cell_donor_5_37,donor_5,donor_5_control,control,batch_B,lane_2,-1.3568,donor_5,b
cell_donor_5_38,donor_5,donor_5_control,control,batch_B,lane_3,-1.1471,donor_5,a
cell_donor_5_39,donor_5,donor_5_control,control,batch_B,lane_4,0.3302,donor_5,b
cell_donor_6_0,donor_6,donor_6_control,control,batch_B,lane_1,-0.4294,donor_6,a
cell_donor_6_1,donor_6,donor_6_control,control,batch_B,lane_2,1.4742,donor_6,b
cell_donor_6_2,donor_6,donor_6_control,control,batch_B,lane_3,0.2242,donor_6,a
cell_donor_6_3,donor_6,donor_6_control,control,batch_B,lane_4,0.628,donor_6,b
cell_donor_6_4,donor_6,donor_6_control,control,batch_B,lane_1,1.2638,donor_6,a
cell_donor_6_5,donor_6,donor_6_control,control,batch_B,lane_2,-0.7749,donor_6,b
cell_donor_6_6,donor_6,donor_6_control,control,batch_B,lane_3,-1.9246,donor_6,a
cell_donor_6_7,donor_6,donor_6_control,control,batch_B,lane_4,0.7976,donor_6,b
cell_donor_6_8,donor_6,donor_6_control,control,batch_B,lane_1,-0.6432,donor_6,a
cell_donor_6_9,donor_6,donor_6_control,control,batch_B,lane_2,1.3562,donor_6,b
cell_donor_6_10,donor_6,donor_6_control,control,batch_B,lane_3,0.3828,donor_6,a
cell_donor_6_11,donor_6,donor_6_control,control,batch_B,lane_4,1.0519,donor_6,b
cell_donor_6_12,donor_6,donor_6_control,control,batch_B,lane_1,0.8089,donor_6,a
cell_donor_6_13,donor_6,donor_6_control,control,batch_B,lane_2,-2.0354,donor_6,b
cell_donor_6_14,donor_6,donor_6_control,control,batch_B,lane_3,0.7644,donor_6,a
cell_donor_6_15,donor_6,donor_6_control,control,batch_B,lane_4,-0.6279,donor_6,b
cell_donor_6_16,donor_6,donor_6_control,control,batch_B,lane_1,-0.7109,donor_6,a
cell_donor_6_17,donor_6,donor_6_control,control,batch_B,lane_2,-0.3899,donor_6,b
cell_donor_6_18,donor_6,donor_6_control,control,batch_B,lane_3,0.8134,donor_6,a
cell_donor_6_19,donor_6,donor_6_control,control,batch_B,lane_4,0.9296,donor_6,b
cell_donor_6_20,donor_6,donor_6_control,control,batch_B,lane_1,1.0565,donor_6,a
cell_donor_6_21,donor_6,donor_6_control,control,batch_B,lane_2,-1.6145,donor_6,b
cell_donor_6_22,donor_6,donor_6_control,control,batch_B,lane_3,-0.5454,donor_6,a
cell_donor_6_23,donor_6,donor_6_control,control,batch_B,lane_4,-2.3302,donor_6,b
cell_donor_6_24,donor_6,donor_6_control,control,batch_B,lane_1,-0.0568,donor_6,a
cell_donor_6_25,donor_6,donor_6_control,control,batch_B,lane_2,0.6453,donor_6,b
cell_donor_6_26,donor_6,donor_6_control,control,batch_B,lane_3,-0.7188,donor_6,a
cell_donor_6_27,donor_6,donor_6_control,control,batch_B,lane_4,0.29,donor_6,b
cell_donor_6_28,donor_6,donor_6_control,control,batch_B,lane_1,0.2766,donor_6,a
cell_donor_6_29,donor_6,donor_6_control,control,batch_B,lane_2,1.0528,donor_6,b
cell_donor_6_30,donor_6,donor_6_control,control,batch_B,lane_3,-0.7762,donor_6,a
cell_donor_6_31,donor_6,donor_6_control,control,batch_B,lane_4,-0.7838,donor_6,b
cell_donor_6_32,donor_6,donor_6_control,control,batch_B,lane_1,-0.7181,donor_6,a
cell_donor_6_33,donor_6,donor_6_control,control,batch_B,lane_2,1.7978,donor_6,b
cell_donor_6_34,donor_6,donor_6_control,control,batch_B,lane_3,1.1358,donor_6,a
cell_donor_6_35,donor_6,donor_6_control,control,batch_B,lane_4,-0.0784,donor_6,b
cell_donor_6_36,donor_6,donor_6_control,control,batch_B,lane_1,0.2708,donor_6,a
cell_donor_6_37,donor_6,donor_6_control,control,batch_B,lane_2,0.1596,donor_6,b
cell_donor_6_38,donor_6,donor_6_control,control,batch_B,lane_3,0.2482,donor_6,a
cell_donor_6_39,donor_6,donor_6_control,control,batch_B,lane_4,-0.1634,donor_6,b
cell_donor_7_0,donor_7,donor_7_control,control,batch_B,lane_1,-1.3568,donor_7,a
cell_donor_7_1,donor_7,donor_7_control,control,batch_B,lane_2,-0.7421,donor_7,b
cell_donor_7_2,donor_7,donor_7_control,control,batch_B,lane_3,1.5501,donor_7,a
cell_donor_7_3,donor_7,donor_7_control,control,batch_B,lane_4,0.4363,donor_7,b
cell_donor_7_4,donor_7,donor_7_control,control,batch_B,lane_1,-0.0355,donor_7,a
cell_donor_7_5,donor_7,donor_7_control,control,batch_B,lane_2,-0.3151,donor_7,b
cell_donor_7_6,donor_7,donor_7_control,control,batch_B,lane_3,-0.0376,donor_7,a
cell_donor_7_7,donor_7,donor_7_control,control,batch_B,lane_4,0.2531,donor_7,b
cell_donor_7_8,donor_7,donor_7_control,control,batch_B,lane_1,-0.7462,donor_7,a
cell_donor_7_9,donor_7,donor_7_control,control,batch_B,lane_2,0.0961,donor_7,b
cell_donor_7_10,donor_7,donor_7_control,control,batch_B,lane_3,0.1398,donor_7,a
cell_donor_7_11,donor_7,donor_7_control,control,batch_B,lane_4,-0.8489,donor_7,b
cell_donor_7_12,donor_7,donor_7_control,control,batch_B,lane_1,-0.8893,donor_7,a
cell_donor_7_13,donor_7,donor_7_control,control,batch_B,lane_2,-1.0992,donor_7,b
cell_donor_7_14,donor_7,donor_7_control,control,batch_B,lane_3,-1.1636,donor_7,a
cell_donor_7_15,donor_7,donor_7_control,control,batch_B,lane_4,0.7896,donor_7,b
cell_donor_7_16,donor_7,donor_7_control,control,batch_B,lane_1,-2.4604,donor_7,a
cell_donor_7_17,donor_7,donor_7_control,control,batch_B,lane_2,-0.367,donor_7,b
cell_donor_7_18,donor_7,donor_7_control,control,batch_B,lane_3,-0.7114,donor_7,a
cell_donor_7_19,donor_7,donor_7_control,control,batch_B,lane_4,-0.7201,donor_7,b
cell_donor_7_20,donor_7,donor_7_control,control,batch_B,lane_1,-0.0027,donor_7,a
cell_donor_7_21,donor_7,donor_7_control,control,batch_B,lane_2,1.0277,donor_7,b
cell_donor_7_22,donor_7,donor_7_control,control,batch_B,lane_3,-0.0238,donor_7,a
cell_donor_7_23,donor_7,donor_7_control,control,batch_B,lane_4,-0.2405,donor_7,b
cell_donor_7_24,donor_7,donor_7_control,control,batch_B,lane_1,-0.7127,donor_7,a
cell_donor_7_25,donor_7,donor_7_control,control,batch_B,lane_2,-0.2292,donor_7,b
cell_donor_7_26,donor_7,donor_7_control,control,batch_B,lane_3,0.8118,donor_7,a
cell_donor_7_27,donor_7,donor_7_control,control,batch_B,lane_4,-0.4943,donor_7,b
cell_donor_7_28,donor_7,donor_7_control,control,batch_B,lane_1,-1.2467,donor_7,a
cell_donor_7_29,donor_7,donor_7_control,control,batch_B,lane_2,-1.3644,donor_7,b
cell_donor_7_30,donor_7,donor_7_control,control,batch_B,lane_3,-1.207,donor_7,a
cell_donor_7_31,donor_7,donor_7_control,control,batch_B,lane_4,-1.4902,donor_7,b
cell_donor_7_32,donor_7,donor_7_control,control,batch_B,lane_1,0.9988,donor_7,a
cell_donor_7_33,donor_7,donor_7_control,control,batch_B,lane_2,0.2549,donor_7,b
cell_donor_7_34,donor_7,donor_7_control,control,batch_B,lane_3,-0.3376,donor_7,a
cell_donor_7_35,donor_7,donor_7_control,control,batch_B,lane_4,1.3593,donor_7,b
cell_donor_7_36,donor_7,donor_7_control,control,batch_B,lane_1,-0.7581,donor_7,a
cell_donor_7_37,donor_7,donor_7_control,control,batch_B,lane_2,0.6528,donor_7,b
cell_donor_7_38,donor_7,donor_7_control,control,batch_B,lane_3,0.7007,donor_7,a
cell_donor_7_39,donor_7,donor_7_control,control,batch_B,lane_4,-1.6465,donor_7,b
cell_donor_8_0,donor_8,donor_8_control,control,batch_B,lane_1,-1.3946,donor_8,a
cell_donor_8_1,donor_8,donor_8_control,control,batch_B,lane_2,0.4396,donor_8,b
cell_donor_8_2,donor_8,donor_8_control,control,batch_B,lane_3,0.829,donor_8,a
cell_donor_8_3,donor_8,donor_8_control,control,batch_B,lane_4,-1.6947,donor_8,b
cell_donor_8_4,donor_8,donor_8_control,control,batch_B,lane_1,0.5815,donor_8,a
cell_donor_8_5,donor_8,donor_8_control,control,batch_B,lane_2,-0.8501,donor_8,b
cell_donor_8_6,donor_8,donor_8_control,control,batch_B,lane_3,-0.8606,donor_8,a
cell_donor_8_7,donor_8,donor_8_control,control,batch_B,lane_4,-1.0182,donor_8,b
cell_donor_8_8,donor_8,donor_8_control,control,batch_B,lane_1,-0.7911,donor_8,a
cell_donor_8_9,donor_8,donor_8_control,control,batch_B,lane_2,-2.2854,donor_8,b
cell_donor_8_10,donor_8,donor_8_control,control,batch_B,lane_3,-1.4683,donor_8,a
cell_donor_8_11,donor_8,donor_8_control,control,batch_B,lane_4,-1.7027,donor_8,b
cell_donor_8_12,donor_8,donor_8_control,control,batch_B,lane_1,0.0234,donor_8,a
cell_donor_8_13,donor_8,donor_8_control,control,batch_B,lane_2,1.622,donor_8,b
