cell_barcode,donor,sample,condition,batch,lane,pathway_score,nc_unit,nc_split
cell_3_control_1,donor_3,D3_control,control,batch_1,lane_2,-1.9358,D3_control_b,b
cell_3_control_2,donor_3,D3_control,control,batch_1,lane_3,-0.3796,D3_control_a,a
cell_3_control_3,donor_3,D3_control,control,batch_1,lane_1,-2.4049,D3_control_b,b
cell_3_control_4,donor_3,D3_control,control,batch_1,lane_2,0.8987,D3_control_a,a
cell_3_control_5,donor_3,D3_control,control,batch_1,lane_3,-1.7513,D3_control_b,b
cell_3_control_6,donor_3,D3_control,control,batch_1,lane_1,0.0525,D3_control_a,a
cell_3_control_7,donor_3,D3_control,control,batch_1,lane_2,-0.7117,D3_control_b,b
cell_3_control_8,donor_3,D3_control,control,batch_1,lane_3,-1.3504,D3_control_a,a
cell_3_control_9,donor_3,D3_control,control,batch_1,lane_1,-3.9001,D3_control_b,b
cell_3_control_10,donor_3,D3_control,control,batch_1,lane_2,0.2221,D3_control_a,a
cell_3_control_11,donor_3,D3_control,control,batch_1,lane_3,-2.6187,D3_control_b,b
cell_3_control_12,donor_3,D3_control,control,batch_1,lane_1,0.7807,D3_control_a,a
cell_3_control_13,donor_3,D3_control,control,batch_1,lane_2,-1.5927,D3_control_b,b
cell_3_control_14,donor_3,D3_control,control,batch_1,lane_3,0.4764,D3_control_a,a
cell_3_control_15,donor_3,D3_control,control,batch_1,lane_1,-1.1666,D3_control_b,b
cell_3_control_16,donor_3,D3_control,control,batch_1,lane_2,-2.6109,D3_control_a,a
cell_3_control_17,donor_3,D3_control,control,batch_1,lane_3,-1.2111,D3_control_b,b
cell_3_control_18,donor_3,D3_control,control,batch_1,lane_1,-1.2034,D3_control_a,a
cell_3_control_19,donor_3,D3_control,control,batch_1,lane_2,-2.6864,D3_control_b,b
cell_3_control_20,donor_3,D3_control,control,batch_1,lane_3,-0.9654,D3_control_a,a
cell_3_control_21,donor_3,D3_control,control,batch_1,lane_1,-1.1621,D3_control_b,b
cell_3_control_22,donor_3,D3_control,control,batch_1,lane_2,0.3541,D3_control_a,a
cell_3_control_23,donor_3,D3_control,control,batch_1,lane_3,-0.919,D3_control_b,b
cell_3_control_24,donor_3,D3_control,control,batch_1,lane_1,-2.19,D3_control_a,a
cell_3_control_25,donor_3,D3_control,control,batch_1,lane_2,-2.5209,D3_control_b,b
cell_3_control_26,donor_3,D3_control,control,batch_1,lane_3,-2.9057,D3_control_a,a
cell_3_control_27,donor_3,D3_control,control,batch_1,lane_1,-2.0323,D3_control_b,b
cell_3_control_28,donor_3,D3_control,control,batch_1,lane_2,0.0698,D3_control_a,a
cell_3_control_29,donor_3,D3_control,control,batch_1,lane_3,-2.6943,D3_control_b,b
cell_3_control_30,donor_3,D3_control,control,batch_1,lane_1,-0.2855,D3_control_a,a
cell_3_control_31,donor_3,D3_control,control,batch_1,lane_2,-1.6989,D3_control_b,b
cell_3_control_32,donor_3,D3_control,control,batch_1,lane_3,0.4773,D3_control_a,a
cell_3_control_33,donor_3,D3_control,control,batch_1,lane_1,-2.7517,D3_control_b,b
cell_3_control_34,donor_3,D3_control,control,batch_1,lane_2,-1.3593,D3_control_a,a
cell_3_control_35,donor_3,D3_control,control,batch_1,lane_3,-2.6936,D3_control_b,b
cell_3_control_36,donor_3,D3_control,control,batch_1,lane_1,1.2223,D3_control_a,a
cell_3_control_37,donor_3,D3_control,control,batch_1,lane_2,-0.8397,D3_control_b,b
cell_3_control_38,donor_3,D3_control,control,batch_1,lane_3,-0.6539,D3_control_a,a
cell_3_control_39,donor_3,D3_control,control,batch_1,lane_1,-1.7047,D3_control_b,b
cell_4_treated_0,donor_4,D4_treated,treated,batch_2,lane_1,-0.5597,,
cell_4_treated_1,donor_4,D4_treated,treated,batch_2,lane_2,-0.9714,,
cell_4_treated_2,donor_4,D4_treated,treated,batch_2,lane_3,-1.0969,,
cell_4_treated_3,donor_4,D4_treated,treated,batch_2,lane_1,-2.0193,,
cell_4_treated_4,donor_4,D4_treated,treated,batch_2,lane_2,-1.4046,,
cell_4_treated_5,donor_4,D4_treated,treated,batch_2,lane_3,0.8877,,
cell_4_treated_6,donor_4,D4_treated,treated,batch_2,lane_1,-0.2262,,
cell_4_treated_7,donor_4,D4_treated,treated,batch_2,lane_2,-0.698,,
cell_4_treated_8,donor_4,D4_treated,treated,batch_2,lane_3,-0.9776,,
cell_4_treated_9,donor_4,D4_treated,treated,batch_2,lane_1,-0.7001,,
cell_4_treated_10,donor_4,D4_treated,treated,batch_2,lane_2,-0.4094,,
cell_4_treated_11,donor_4,D4_treated,treated,batch_2,lane_3,-1.4087,,
cell_4_treated_12,donor_4,D4_treated,treated,batch_2,lane_1,-0.5664,,
cell_4_treated_13,donor_4,D4_treated,treated,batch_2,lane_2,-0.5227,,
cell_4_treated_14,donor_4,D4_treated,treated,batch_2,lane_3,-1.5113,,
cell_4_treated_15,donor_4,D4_treated,treated,batch_2,lane_1,-1.5517,,
cell_4_treated_16,donor_4,D4_treated,treated,batch_2,lane_2,-1.7617,,
cell_4_treated_17,donor_4,D4_treated,treated,batch_2,lane_3,-1.8261,,
cell_4_treated_18,donor_4,D4_treated,treated,batch_2,lane_1,0.1271,,
cell_4_treated_19,donor_4,D4_treated,treated,batch_2,lane_2,-3.1229,,
cell_4_treated_20,donor_4,D4_treated,treated,batch_2,lane_3,-1.0295,,
cell_4_treated_21,donor_4,D4_treated,treated,batch_2,lane_1,-1.3739,,
cell_4_treated_22,donor_4,D4_treated,treated,batch_2,lane_2,-1.3826,,
cell_4_treated_23,donor_4,D4_treated,treated,batch_2,lane_3,-0.6651,,
cell_4_treated_24,donor_4,D4_treated,treated,batch_2,lane_1,0.3652,,
cell_4_treated_25,donor_4,D4_treated,treated,batch_2,lane_2,-0.6863,,
cell_4_treated_26,donor_4,D4_treated,treated,batch_2,lane_3,-0.903,,
cell_4_treated_27,donor_4,D4_treated,treated,batch_2,lane_1,-1.3751,,
cell_4_treated_28,donor_4,D4_treated,treated,batch_2,lane_2,-0.8917,,
cell_4_treated_29,donor_4,D4_treated,treated,batch_2,lane_3,0.1493,,
cell_4_treated_30,donor_4,D4_treated,treated,batch_2,lane_1,-1.1568,,
cell_4_treated_31,donor_4,D4_treated,treated,batch_2,lane_2,-1.9092,,
cell_4_treated_32,donor_4,D4_treated,treated,batch_2,lane_3,-2.0269,,
cell_4_treated_33,donor_4,D4_treated,treated,batch_2,lane_1,-1.8695,,
cell_4_treated_34,donor_4,D4_treated,treated,batch_2,lane_2,-2.1527,,
cell_4_treated_35,donor_4,D4_treated,treated,batch_2,lane_3,0.3363,,
cell_4_treated_36,donor_4,D4_treated,treated,batch_2,lane_1,-0.4076,,
cell_4_treated_37,donor_4,D4_treated,treated,batch_2,lane_2,-1.0001,,
cell_4_treated_38,donor_4,D4_treated,treated,batch_2,lane_3,0.6968,,
cell_4_treated_39,donor_4,D4_treated,treated,batch_2,lane_1,-1.4206,,
cell_4_control_0,donor_4,D4_control,control,batch_2,lane_1,2.2903,D4_control_a,a
cell_4_control_1,donor_4,D4_control,control,batch_2,lane_2,0.9382,D4_control_b,b
cell_4_control_2,donor_4,D4_control,control,batch_2,lane_3,-0.009,D4_control_a,a
cell_4_control_3,donor_4,D4_control,control,batch_2,lane_1,-1.4197,D4_control_b,b
cell_4_control_4,donor_4,D4_control,control,batch_2,lane_2,0.6098,D4_control_a,a
cell_4_control_5,donor_4,D4_control,control,batch_2,lane_3,1.044,D4_control_b,b
cell_4_control_6,donor_4,D4_control,control,batch_2,lane_1,2.8334,D4_control_a,a
cell_4_control_7,donor_4,D4_control,control,batch_2,lane_2,-1.0903,D4_control_b,b
cell_4_control_8,donor_4,D4_control,control,batch_2,lane_3,2.5858,D4_control_a,a
cell_4_control_9,donor_4,D4_control,control,batch_2,lane_1,-0.2458,D4_control_b,b
cell_4_control_10,donor_4,D4_control,control,batch_2,lane_2,1.1438,D4_control_a,a
cell_4_control_11,donor_4,D4_control,control,batch_2,lane_3,-0.4139,D4_control_b,b
cell_4_control_12,donor_4,D4_control,control,batch_2,lane_1,1.2133,D4_control_a,a
cell_4_control_13,donor_4,D4_control,control,batch_2,lane_2,-1.6811,D4_control_b,b
cell_4_control_14,donor_4,D4_control,control,batch_2,lane_3,0.536,D4_control_a,a
cell_4_control_15,donor_4,D4_control,control,batch_2,lane_1,-1.0984,D4_control_b,b
cell_4_control_16,donor_4,D4_control,control,batch_2,lane_2,2.0278,D4_control_a,a
cell_4_control_17,donor_4,D4_control,control,batch_2,lane_3,2.2263,D4_control_b,b
cell_4_control_18,donor_4,D4_control,control,batch_2,lane_1,4.2691,D4_control_a,a
cell_4_control_19,donor_4,D4_control,control,batch_2,lane_2,-0.1993,D4_control_b,b
cell_4_control_20,donor_4,D4_control,control,batch_2,lane_3,-0.1841,D4_control_a,a
cell_4_control_21,donor_4,D4_control,control,batch_2,lane_1,-0.2698,D4_control_b,b
cell_4_control_22,donor_4,D4_control,control,batch_2,lane_2,0.598,D4_control_a,a
cell_4_control_23,donor_4,D4_control,control,batch_2,lane_3,2.1205,D4_control_b,b
cell_4_control_24,donor_4,D4_control,control,batch_2,lane_1,2.1082,D4_control_a,a
cell_4_control_25,donor_4,D4_control,control,batch_2,lane_2,-0.5914,D4_control_b,b
cell_4_control_26,donor_4,D4_control,control,batch_2,lane_3,2.473,D4_control_a,a
cell_4_control_27,donor_4,D4_control,control,batch_2,lane_1,0.6731,D4_control_b,b
cell_4_control_28,donor_4,D4_control,control,batch_2,lane_2,-0.088,D4_control_a,a
cell_4_control_29,donor_4,D4_control,control,batch_2,lane_3,-0.3942,D4_control_b,b
cell_4_control_30,donor_4,D4_control,control,batch_2,lane_1,1.2979,D4_control_a,a
cell_4_control_31,donor_4,D4_control,control,batch_2,lane_2,0.1562,D4_control_b,b
cell_4_control_32,donor_4,D4_control,control,batch_2,lane_3,1.6694,D4_control_a,a
cell_4_control_33,donor_4,D4_control,control,batch_2,lane_1,-0.2018,D4_control_b,b
cell_4_control_34,donor_4,D4_control,control,batch_2,lane_2,1.7271,D4_control_a,a
cell_4_control_35,donor_4,D4_control,control,batch_2,lane_3,-0.4489,D4_control_b,b
cell_4_control_36,donor_4,D4_control,control,batch_2,lane_1,0.6407,D4_control_a,a
cell_4_control_37,donor_4,D4_control,control,batch_2,lane_2,1.6531,D4_control_b,b
cell_4_control_38,donor_4,D4_control,control,batch_2,lane_3,1.8975,D4_control_a,a
