cell_barcode,donor,sample,condition,batch,lane,pathway_score,nc_unit,nc_split
cell_2_control_26,donor_2,D2_control,control,batch_2,lane_3,-2.934,D2_control_a,a
cell_2_control_27,donor_2,D2_control,control,batch_2,lane_1,-2.6178,D2_control_b,b
cell_2_control_28,donor_2,D2_control,control,batch_2,lane_2,-1.294,D2_control_a,a
cell_2_control_29,donor_2,D2_control,control,batch_2,lane_3,-1.4575,D2_control_b,b
cell_2_control_30,donor_2,D2_control,control,batch_2,lane_1,-0.5175,D2_control_a,a
cell_2_control_31,donor_2,D2_control,control,batch_2,lane_2,-0.2146,D2_control_b,b
cell_2_control_32,donor_2,D2_control,control,batch_2,lane_3,-0.6473,D2_control_a,a
cell_2_control_33,donor_2,D2_control,control,batch_2,lane_1,-0.1625,D2_control_b,b
cell_2_control_34,donor_2,D2_control,control,batch_2,lane_2,-2.0293,D2_control_a,a
cell_2_control_35,donor_2,D2_control,control,batch_2,lane_3,-2.6111,D2_control_b,b
cell_2_control_36,donor_2,D2_control,control,batch_2,lane_1,-0.9817,D2_control_a,a
cell_2_control_37,donor_2,D2_control,control,batch_2,lane_2,1.1964,D2_control_b,b
cell_2_control_38,donor_2,D2_control,control,batch_2,lane_3,-1.1255,D2_control_a,a
cell_2_control_39,donor_2,D2_control,control,batch_2,lane_1,-2.634,D2_control_b,b
cell_3_treated_0,donor_3,D3_treated,treated,batch_1,lane_1,0.8165,,
cell_3_treated_1,donor_3,D3_treated,treated,batch_1,lane_2,-1.6435,,
cell_3_treated_2,donor_3,D3_treated,treated,batch_1,lane_3,0.1943,,
cell_3_treated_3,donor_3,D3_treated,treated,batch_1,lane_1,-1.2203,,
cell_3_treated_4,donor_3,D3_treated,treated,batch_1,lane_2,0.6637,,
cell_3_treated_5,donor_3,D3_treated,treated,batch_1,lane_3,0.1763,,
cell_3_treated_6,donor_3,D3_treated,treated,batch_1,lane_1,-0.3051,,
cell_3_treated_7,donor_3,D3_treated,treated,batch_1,lane_2,1.3909,,
cell_3_treated_8,donor_3,D3_treated,treated,batch_1,lane_3,-1.018,,
cell_3_treated_9,donor_3,D3_treated,treated,batch_1,lane_1,-1.2952,,
cell_3_treated_10,donor_3,D3_treated,treated,batch_1,lane_2,1.2457,,
cell_3_treated_11,donor_3,D3_treated,treated,batch_1,lane_3,-1.4855,,
cell_3_treated_12,donor_3,D3_treated,treated,batch_1,lane_1,1.5898,,
cell_3_treated_13,donor_3,D3_treated,treated,batch_1,lane_2,-0.6493,,
cell_3_treated_14,donor_3,D3_treated,treated,batch_1,lane_3,-1.6458,,
cell_3_treated_15,donor_3,D3_treated,treated,batch_1,lane_1,-0.6111,,
cell_3_treated_16,donor_3,D3_treated,treated,batch_1,lane_2,-0.4786,,
cell_3_treated_17,donor_3,D3_treated,treated,batch_1,lane_3,-0.408,,
cell_3_treated_18,donor_3,D3_treated,treated,batch_1,lane_1,-0.8011,,
cell_3_treated_19,donor_3,D3_treated,treated,batch_1,lane_2,0.4721,,
cell_3_treated_20,donor_3,D3_treated,treated,batch_1,lane_3,-2.929,,
cell_3_treated_21,donor_3,D3_treated,treated,batch_1,lane_1,-1.1637,,
cell_3_treated_22,donor_3,D3_treated,treated,batch_1,lane_2,-0.8713,,
cell_3_treated_23,donor_3,D3_treated,treated,batch_1,lane_3,1.2105,,
cell_3_treated_24,donor_3,D3_treated,treated,batch_1,lane_1,-2.6018,,
cell_3_treated_25,donor_3,D3_treated,treated,batch_1,lane_2,-0.9489,,
cell_3_treated_26,donor_3,D3_treated,treated,batch_1,lane_3,-1.7522,,
cell_3_treated_27,donor_3,D3_treated,treated,batch_1,lane_1,-1.2739,,
cell_3_treated_28,donor_3,D3_treated,treated,batch_1,lane_2,0.0313,,
cell_3_treated_29,donor_3,D3_treated,treated,batch_1,lane_3,-0.1982,,
cell_3_treated_30,donor_3,D3_treated,treated,batch_1,lane_1,0.8309,,
cell_3_treated_31,donor_3,D3_treated,treated,batch_1,lane_2,-1.2087,,
cell_3_treated_32,donor_3,D3_treated,treated,batch_1,lane_3,-0.3405,,
cell_3_treated_33,donor_3,D3_treated,treated,batch_1,lane_1,0.5643,,
cell_3_treated_34,donor_3,D3_treated,treated,batch_1,lane_2,0.2943,,
cell_3_treated_35,donor_3,D3_treated,treated,batch_1,lane_3,-0.9451,,
cell_3_treated_36,donor_3,D3_treated,treated,batch_1,lane_1,0.519,,
cell_3_treated_37,donor_3,D3_treated,treated,batch_1,lane_2,-1.5329,,
cell_3_treated_38,donor_3,D3_treated,treated,batch_1,lane_3,1.1942,,
cell_3_treated_39,donor_3,D3_treated,treated,batch_1,lane_1,-0.4548,,
cell_3_control_0,donor_3,D3_control,control,batch_1,lane_1,0.1782,D3_control_a,a
cell_3_control_1,donor_3,D3_control,control,batch_1,lane_2,0.5617,D3_control_b,b
cell_3_control_2,donor_3,D3_control,control,batch_1,lane_3,1.1399,D3_control_a,a
cell_3_control_3,donor_3,D3_control,control,batch_1,lane_1,2.0324,D3_control_b,b
cell_3_control_4,donor_3,D3_control,control,batch_1,lane_2,0.1489,D3_control_a,a
cell_3_control_5,donor_3,D3_control,control,batch_1,lane_3,-0.0767,D3_control_b,b
cell_3_control_6,donor_3,D3_control,control,batch_1,lane_1,0.8774,D3_control_a,a
cell_3_control_7,donor_3,D3_control,control,batch_1,lane_2,-0.5807,D3_control_b,b
cell_3_control_8,donor_3,D3_control,control,batch_1,lane_3,-1.4053,D3_control_a,a
cell_3_control_9,donor_3,D3_control,control,batch_1,lane_1,1.1268,D3_control_b,b
cell_3_control_10,donor_3,D3_control,control,batch_1,lane_2,-0.0885,D3_control_a,a
cell_3_control_11,donor_3,D3_control,control,batch_1,lane_3,1.4177,D3_control_b,b
cell_3_control_12,donor_3,D3_control,control,batch_1,lane_1,-0.7358,D3_control_a,a
cell_3_control_13,donor_3,D3_control,control,batch_1,lane_2,-2.6054,D3_control_b,b
cell_3_control_14,donor_3,D3_control,control,batch_1,lane_3,0.5739,D3_control_a,a
cell_3_control_15,donor_3,D3_control,control,batch_1,lane_1,0.4458,D3_control_b,b
cell_3_control_16,donor_3,D3_control,control,batch_1,lane_2,1.8913,D3_control_a,a
cell_3_control_17,donor_3,D3_control,control,batch_1,lane_3,0.8164,D3_control_b,b
cell_3_control_18,donor_3,D3_control,control,batch_1,lane_1,0.6003,D3_control_a,a
cell_3_control_19,donor_3,D3_control,control,batch_1,lane_2,0.8775,D3_control_b,b
cell_3_control_20,donor_3,D3_control,control,batch_1,lane_3,-0.0763,D3_control_a,a
cell_3_control_21,donor_3,D3_control,control,batch_1,lane_1,0.3684,D3_control_b,b
cell_3_control_22,donor_3,D3_control,control,batch_1,lane_2,-1.061,D3_control_a,a
cell_3_control_23,donor_3,D3_control,control,batch_1,lane_3,0.81,D3_control_b,b
cell_3_control_24,donor_3,D3_control,control,batch_1,lane_1,-0.5145,D3_control_a,a
cell_3_control_25,donor_3,D3_control,control,batch_1,lane_2,-0.155,D3_control_b,b
cell_3_control_26,donor_3,D3_control,control,batch_1,lane_3,0.9906,D3_control_a,a
cell_3_control_27,donor_3,D3_control,control,batch_1,lane_1,1.2064,D3_control_b,b
cell_3_control_28,donor_3,D3_control,control,batch_1,lane_2,-0.7163,D3_control_a,a
cell_3_control_29,donor_3,D3_control,control,batch_1,lane_3,2.2947,D3_control_b,b
cell_3_control_30,donor_3,D3_control,control,batch_1,lane_1,-0.3008,D3_control_a,a
cell_3_control_31,donor_3,D3_control,control,batch_1,lane_2,1.1259,D3_control_b,b
cell_3_control_32,donor_3,D3_control,control,batch_1,lane_3,1.2422,D3_control_a,a
cell_3_control_33,donor_3,D3_control,control,batch_1,lane_1,0.5149,D3_control_b,b
cell_3_control_34,donor_3,D3_control,control,batch_1,lane_2,0.463,D3_control_a,a
cell_3_control_35,donor_3,D3_control,control,batch_1,lane_3,2.0881,D3_control_b,b
cell_3_control_36,donor_3,D3_control,control,batch_1,lane_1,1.181,D3_control_a,a
cell_3_control_37,donor_3,D3_control,control,batch_1,lane_2,0.7363,D3_control_b,b
cell_3_control_38,donor_3,D3_control,control,batch_1,lane_3,-1.5334,D3_control_a,a
cell_3_control_39,donor_3,D3_control,control,batch_1,lane_1,-0.4562,D3_control_b,b
cell_4_treated_0,donor_4,D4_treated,treated,batch_2,lane_1,0.6893,,
cell_4_treated_1,donor_4,D4_treated,treated,batch_2,lane_2,-0.4598,,
cell_4_treated_2,donor_4,D4_treated,treated,batch_2,lane_3,-0.1472,,
cell_4_treated_3,donor_4,D4_treated,treated,batch_2,lane_1,0.1891,,
cell_4_treated_4,donor_4,D4_treated,treated,batch_2,lane_2,1.1813,,
cell_4_treated_5,donor_4,D4_treated,treated,batch_2,lane_3,0.8822,,
cell_4_treated_6,donor_4,D4_treated,treated,batch_2,lane_1,1.4926,,
cell_4_treated_7,donor_4,D4_treated,treated,batch_2,lane_2,-0.3218,,
cell_4_treated_8,donor_4,D4_treated,treated,batch_2,lane_3,1.4812,,
cell_4_treated_9,donor_4,D4_treated,treated,batch_2,lane_1,-0.0067,,
cell_4_treated_10,donor_4,D4_treated,treated,batch_2,lane_2,0.1963,,
cell_4_treated_11,donor_4,D4_treated,treated,batch_2,lane_3,2.2283,,
cell_4_treated_12,donor_4,D4_treated,treated,batch_2,lane_1,0.5693,,
cell_4_treated_13,donor_4,D4_treated,treated,batch_2,lane_2,0.3558,,
cell_4_treated_14,donor_4,D4_treated,treated,batch_2,lane_3,0.2849,,
cell_4_treated_15,donor_4,D4_treated,treated,batch_2,lane_1,0.1104,,
cell_4_treated_16,donor_4,D4_treated,treated,batch_2,lane_2,2.0546,,
cell_4_treated_17,donor_4,D4_treated,treated,batch_2,lane_3,1.8718,,
cell_4_treated_18,donor_4,D4_treated,treated,batch_2,lane_1,1.2122,,
cell_4_treated_19,donor_4,D4_treated,treated,batch_2,lane_2,0.6794,,
cell_4_treated_20,donor_4,D4_treated,treated,batch_2,lane_3,1.5378,,
cell_4_treated_21,donor_4,D4_treated,treated,batch_2,lane_1,0.4175,,
cell_4_treated_22,donor_4,D4_treated,treated,batch_2,lane_2,0.9478,,
cell_4_treated_23,donor_4,D4_treated,treated,batch_2,lane_3,0.8971,,
cell_4_treated_24,donor_4,D4_treated,treated,batch_2,lane_1,0.5842,,
cell_4_treated_25,donor_4,D4_treated,treated,batch_2,lane_2,2.1436,,
cell_4_treated_26,donor_4,D4_treated,treated,batch_2,lane_3,2.2505,,
cell_4_treated_27,donor_4,D4_treated,treated,batch_2,lane_1,1.8189,,
cell_4_treated_28,donor_4,D4_treated,treated,batch_2,lane_2,-1.4179,,
cell_4_treated_29,donor_4,D4_treated,treated,batch_2,lane_3,2.3312,,
cell_4_treated_30,donor_4,D4_treated,treated,batch_2,lane_1,1.1976,,
cell_4_treated_31,donor_4,D4_treated,treated,batch_2,lane_2,0.0447,,
cell_4_treated_32,donor_4,D4_treated,treated,batch_2,lane_3,0.4708,,
cell_4_treated_33,donor_4,D4_treated,treated,batch_2,lane_1,1.6336,,
cell_4_treated_34,donor_4,D4_treated,treated,batch_2,lane_2,1.6701,,
cell_4_treated_35,donor_4,D4_treated,treated,batch_2,lane_3,1.3503,,
cell_4_treated_36,donor_4,D4_treated,treated,batch_2,lane_1,0.6361,,
cell_4_treated_37,donor_4,D4_treated,treated,batch_2,lane_2,0.531,,
cell_4_treated_38,donor_4,D4_treated,treated,batch_2,lane_3,1.3273,,
cell_4_treated_39,donor_4,D4_treated,treated,batch_2,lane_1,0.4038,,
cell_4_control_0,donor_4,D4_control,control,batch_2,lane_1,0.4972,D4_control_a,a
cell_4_control_1,donor_4,D4_control,control,batch_2,lane_2,0.7719,D4_control_b,b
cell_4_control_2,donor_4,D4_control,control,batch_2,lane_3,1.2556,D4_control_a,a
cell_4_control_3,donor_4,D4_control,control,batch_2,lane_1,1.7277,D4_control_b,b
cell_4_control_4,donor_4,D4_control,control,batch_2,lane_2,3.6589,D4_control_a,a
cell_4_control_5,donor_4,D4_control,control,batch_2,lane_3,0.0254,D4_control_b,b
cell_4_control_6,donor_4,D4_control,control,batch_2,lane_1,1.8724,D4_control_a,a
cell_4_control_7,donor_4,D4_control,control,batch_2,lane_2,1.3036,D4_control_b,b
cell_4_control_8,donor_4,D4_control,control,batch_2,lane_3,1.6961,D4_control_a,a
cell_4_control_9,donor_4,D4_control,control,batch_2,lane_1,2.7491,D4_control_b,b
cell_4_control_10,donor_4,D4_control,control,batch_2,lane_2,2.6366,D4_control_a,a
cell_4_control_11,donor_4,D4_control,control,batch_2,lane_3,1.238,D4_control_b,b
cell_4_control_12,donor_4,D4_control,control,batch_2,lane_1,0.8376,D4_control_a,a
cell_4_control_13,donor_4,D4_control,control,batch_2,lane_2,0.0323,D4_control_b,b
cell_4_control_14,donor_4,D4_control,control,batch_2,lane_3,1.324,D4_control_a,a
cell_4_control_15,donor_4,D4_control,control,batch_2,lane_1,2.6422,D4_control_b,b
cell_4_control_16,donor_4,D4_control,control,batch_2,lane_2,1.1301,D4_control_a,a
cell_4_control_17,donor_4,D4_control,control,batch_2,lane_3,2.0991,D4_control_b,b
cell_4_control_18,donor_4,D4_control,control,batch_2,lane_1,2.1033,D4_control_a,a
cell_4_control_19,donor_4,D4_control,control,batch_2,lane_2,1.7925,D4_control_b,b
cell_4_control_20,donor_4,D4_control,control,batch_2,lane_3,2.4793,D4_control_a,a
cell_4_control_21,donor_4,D4_control,control,batch_2,lane_1,1.2816,D4_control_b,b
cell_4_control_22,donor_4,D4_control,control,batch_2,lane_2,0.5658,D4_control_a,a
cell_4_control_23,donor_4,D4_control,control,batch_2,lane_3,0.2227,D4_control_b,b
cell_4_control_24,donor_4,D4_control,control,batch_2,lane_1,2.3221,D4_control_a,a
cell_4_control_25,donor_4,D4_control,control,batch_2,lane_2,1.0332,D4_control_b,b
cell_4_control_26,donor_4,D4_control,control,batch_2,lane_3,1.0843,D4_control_a,a
cell_4_control_27,donor_4,D4_control,control,batch_2,lane_1,2.2295,D4_control_b,b
cell_4_control_28,donor_4,D4_control,control,batch_2,lane_2,0.6061,D4_control_a,a
cell_4_control_29,donor_4,D4_control,control,batch_2,lane_3,3.1655,D4_control_b,b
cell_4_control_30,donor_4,D4_control,control,batch_2,lane_1,2.0614,D4_control_a,a
cell_4_control_31,donor_4,D4_control,control,batch_2,lane_2,0.8684,D4_control_b,b
cell_4_control_32,donor_4,D4_control,control,batch_2,lane_3,0.7616,D4_control_a,a
cell_4_control_33,donor_4,D4_control,control,batch_2,lane_1,2.4769,D4_control_b,b
cell_4_control_34,donor_4,D4_control,control,batch_2,lane_2,0.2114,D4_control_a,a
cell_4_control_35,donor_4,D4_control,control,batch_2,lane_3,0.7542,D4_control_b,b
cell_4_control_36,donor_4,D4_control,control,batch_2,lane_1,1.4015,D4_control_a,a
cell_4_control_37,donor_4,D4_control,control,batch_2,lane_2,1.598,D4_control_b,b
cell_4_control_38,donor_4,D4_control,control,batch_2,lane_3,1.4104,D4_control_a,a
cell_4_control_39,donor_4,D4_control,control,batch_2,lane_1,1.7824,D4_control_b,b
cell_5_treated_0,donor_5,D5_treated,treated,batch_1,lane_1,-1.4579,,
