cell_barcode,donor,sample,condition,batch,lane,pathway_score,nc_unit,nc_split
cell_treated_152,donor_1,single_treated,treated,batch_1,lane_3,1.5301,,
cell_treated_153,donor_1,single_treated,treated,batch_1,lane_1,-0.5449,,
cell_treated_154,donor_1,single_treated,treated,batch_1,lane_2,-1.4542,,
cell_treated_155,donor_1,single_treated,treated,batch_1,lane_3,-0.9994,,
cell_treated_156,donor_1,single_treated,treated,batch_1,lane_1,-1.1256,,
cell_treated_157,donor_1,single_treated,treated,batch_1,lane_2,-0.9627,,
cell_treated_158,donor_1,single_treated,treated,batch_1,lane_3,-3.6281,,
cell_treated_159,donor_1,single_treated,treated,batch_1,lane_1,-1.3869,,
cell_treated_160,donor_1,single_treated,treated,batch_1,lane_2,0.1086,,
cell_treated_161,donor_1,single_treated,treated,batch_1,lane_3,-2.0686,,
cell_treated_162,donor_1,single_treated,treated,batch_1,lane_1,-0.9667,,
cell_treated_163,donor_1,single_treated,treated,batch_1,lane_2,0.0535,,
cell_treated_164,donor_1,single_treated,treated,batch_1,lane_3,-0.0438,,
cell_treated_165,donor_1,single_treated,treated,batch_1,lane_1,0.5911,,
cell_treated_166,donor_1,single_treated,treated,batch_1,lane_2,-2.6014,,
cell_treated_167,donor_1,single_treated,treated,batch_1,lane_3,-1.2534,,
cell_treated_168,donor_1,single_treated,treated,batch_1,lane_1,-1.2409,,
cell_treated_169,donor_1,single_treated,treated,batch_1,lane_2,-0.2767,,
cell_treated_170,donor_1,single_treated,treated,batch_1,lane_3,0.1918,,
cell_treated_171,donor_1,single_treated,treated,batch_1,lane_1,-3.5828,,
cell_treated_172,donor_1,single_treated,treated,batch_1,lane_2,0.1887,,
cell_treated_173,donor_1,single_treated,treated,batch_1,lane_3,-2.3475,,
cell_treated_174,donor_1,single_treated,treated,batch_1,lane_1,-0.2169,,
cell_treated_175,donor_1,single_treated,treated,batch_1,lane_2,-2.3921,,
cell_treated_176,donor_1,single_treated,treated,batch_1,lane_3,-0.7241,,
cell_treated_177,donor_1,single_treated,treated,batch_1,lane_1,0.2947,,
cell_treated_178,donor_1,single_treated,treated,batch_1,lane_2,-1.0493,,
cell_treated_179,donor_1,single_treated,treated,batch_1,lane_3,-0.7089,,
cell_treated_180,donor_1,single_treated,treated,batch_1,lane_1,-0.1029,,
cell_treated_181,donor_1,single_treated,treated,batch_1,lane_2,-0.7586,,
cell_treated_182,donor_1,single_treated,treated,batch_1,lane_3,-0.9885,,
cell_treated_183,donor_1,single_treated,treated,batch_1,lane_1,0.6333,,
cell_treated_184,donor_1,single_treated,treated,batch_1,lane_2,0.1485,,
cell_treated_185,donor_1,single_treated,treated,batch_1,lane_3,-1.1938,,
cell_treated_186,donor_1,single_treated,treated,batch_1,lane_1,1.8453,,
cell_treated_187,donor_1,single_treated,treated,batch_1,lane_2,-2.0468,,
cell_treated_188,donor_1,single_treated,treated,batch_1,lane_3,0.0146,,
cell_treated_189,donor_1,single_treated,treated,batch_1,lane_1,-1.1657,,
cell_treated_190,donor_1,single_treated,treated,batch_1,lane_2,-0.7676,,
cell_treated_191,donor_1,single_treated,treated,batch_1,lane_3,-0.195,,
cell_treated_192,donor_1,single_treated,treated,batch_1,lane_1,-0.6778,,
cell_treated_193,donor_1,single_treated,treated,batch_1,lane_2,-0.2614,,
cell_treated_194,donor_1,single_treated,treated,batch_1,lane_3,-2.4273,,
cell_treated_195,donor_1,single_treated,treated,batch_1,lane_1,-2.4095,,
cell_treated_196,donor_1,single_treated,treated,batch_1,lane_2,-0.2851,,
cell_treated_197,donor_1,single_treated,treated,batch_1,lane_3,-1.8632,,
cell_treated_198,donor_1,single_treated,treated,batch_1,lane_1,-1.9266,,
cell_treated_199,donor_1,single_treated,treated,batch_1,lane_2,-2.3701,,
cell_treated_200,donor_1,single_treated,treated,batch_1,lane_3,0.3664,,
cell_treated_201,donor_1,single_treated,treated,batch_1,lane_1,-0.1534,,
cell_treated_202,donor_1,single_treated,treated,batch_1,lane_2,0.5731,,
cell_treated_203,donor_1,single_treated,treated,batch_1,lane_3,-1.8377,,
cell_treated_204,donor_1,single_treated,treated,batch_1,lane_1,-0.899,,
cell_treated_205,donor_1,single_treated,treated,batch_1,lane_2,-2.0403,,
cell_treated_206,donor_1,single_treated,treated,batch_1,lane_3,-0.134,,
cell_treated_207,donor_1,single_treated,treated,batch_1,lane_1,0.6894,,
cell_treated_208,donor_1,single_treated,treated,batch_1,lane_2,-1.7902,,
cell_treated_209,donor_1,single_treated,treated,batch_1,lane_3,0.6603,,
cell_treated_210,donor_1,single_treated,treated,batch_1,lane_1,0.088,,
cell_treated_211,donor_1,single_treated,treated,batch_1,lane_2,-1.0778,,
cell_treated_212,donor_1,single_treated,treated,batch_1,lane_3,-2.872,,
cell_treated_213,donor_1,single_treated,treated,batch_1,lane_1,0.5066,,
cell_treated_214,donor_1,single_treated,treated,batch_1,lane_2,-0.9963,,
cell_treated_215,donor_1,single_treated,treated,batch_1,lane_3,-1.5028,,
cell_treated_216,donor_1,single_treated,treated,batch_1,lane_1,-0.5004,,
cell_treated_217,donor_1,single_treated,treated,batch_1,lane_2,-0.49,,
cell_treated_218,donor_1,single_treated,treated,batch_1,lane_3,0.5981,,
cell_treated_219,donor_1,single_treated,treated,batch_1,lane_1,-1.9201,,
cell_treated_220,donor_1,single_treated,treated,batch_1,lane_2,0.2362,,
cell_treated_221,donor_1,single_treated,treated,batch_1,lane_3,0.5874,,
cell_treated_222,donor_1,single_treated,treated,batch_1,lane_1,0.5522,,
cell_treated_223,donor_1,single_treated,treated,batch_1,lane_2,-1.0806,,
cell_treated_224,donor_1,single_treated,treated,batch_1,lane_3,-1.644,,
cell_treated_225,donor_1,single_treated,treated,batch_1,lane_1,0.1186,,
cell_treated_226,donor_1,single_treated,treated,batch_1,lane_2,-0.7848,,
cell_treated_227,donor_1,single_treated,treated,batch_1,lane_3,-0.7758,,
cell_treated_228,donor_1,single_treated,treated,batch_1,lane_1,0.5242,,
cell_treated_229,donor_1,single_treated,treated,batch_1,lane_2,-1.1634,,
cell_treated_230,donor_1,single_treated,treated,batch_1,lane_3,-3.1967,,
cell_treated_231,donor_1,single_treated,treated,batch_1,lane_1,-1.2872,,
cell_treated_232,donor_1,single_treated,treated,batch_1,lane_2,-2.7539,,
cell_treated_233,donor_1,single_treated,treated,batch_1,lane_3,-0.0812,,
cell_treated_234,donor_1,single_treated,treated,batch_1,lane_1,-0.583,,
cell_treated_235,donor_1,single_treated,treated,batch_1,lane_2,-1.5112,,
cell_treated_236,donor_1,single_treated,treated,batch_1,lane_3,-0.9096,,
cell_treated_237,donor_1,single_treated,treated,batch_1,lane_1,-0.0674,,
cell_treated_238,donor_1,single_treated,treated,batch_1,lane_2,-0.8211,,
cell_treated_239,donor_1,single_treated,treated,batch_1,lane_3,0.4265,,
cell_treated_240,donor_1,single_treated,treated,batch_1,lane_1,-0.9613,,
cell_treated_241,donor_1,single_treated,treated,batch_1,lane_2,0.1403,,
cell_treated_242,donor_1,single_treated,treated,batch_1,lane_3,0.5915,,
cell_treated_243,donor_1,single_treated,treated,batch_1,lane_1,0.7099,,
cell_treated_244,donor_1,single_treated,treated,batch_1,lane_2,-1.5718,,
cell_treated_245,donor_1,single_treated,treated,batch_1,lane_3,-0.0201,,
cell_treated_246,donor_1,single_treated,treated,batch_1,lane_1,-2.776,,
cell_treated_247,donor_1,single_treated,treated,batch_1,lane_2,-1.9833,,
cell_treated_248,donor_1,single_treated,treated,batch_1,lane_3,-2.8628,,
cell_treated_249,donor_1,single_treated,treated,batch_1,lane_1,0.169,,
cell_treated_250,donor_1,single_treated,treated,batch_1,lane_2,-2.1319,,
cell_treated_251,donor_1,single_treated,treated,batch_1,lane_3,-0.9128,,
cell_treated_252,donor_1,single_treated,treated,batch_1,lane_1,-1.0922,,
cell_treated_253,donor_1,single_treated,treated,batch_1,lane_2,-0.9286,,
cell_treated_254,donor_1,single_treated,treated,batch_1,lane_3,-1.4915,,
cell_treated_255,donor_1,single_treated,treated,batch_1,lane_1,-0.6663,,
cell_treated_256,donor_1,single_treated,treated,batch_1,lane_2,0.8913,,
cell_treated_257,donor_1,single_treated,treated,batch_1,lane_3,-0.8557,,
cell_treated_258,donor_1,single_treated,treated,batch_1,lane_1,-0.369,,
cell_treated_259,donor_1,single_treated,treated,batch_1,lane_2,0.1005,,
cell_treated_260,donor_1,single_treated,treated,batch_1,lane_3,-1.0979,,
cell_treated_261,donor_1,single_treated,treated,batch_1,lane_1,-2.1597,,
cell_treated_262,donor_1,single_treated,treated,batch_1,lane_2,-1.4554,,
cell_treated_263,donor_1,single_treated,treated,batch_1,lane_3,0.1736,,
cell_treated_264,donor_1,single_treated,treated,batch_1,lane_1,-2.5462,,
cell_treated_265,donor_1,single_treated,treated,batch_1,lane_2,-1.4978,,
cell_treated_266,donor_1,single_treated,treated,batch_1,lane_3,0.1074,,
cell_treated_267,donor_1,single_treated,treated,batch_1,lane_1,-0.1073,,
cell_treated_268,donor_1,single_treated,treated,batch_1,lane_2,-0.8924,,
cell_treated_269,donor_1,single_treated,treated,batch_1,lane_3,-0.0948,,
cell_treated_270,donor_1,single_treated,treated,batch_1,lane_1,-0.734,,
cell_treated_271,donor_1,single_treated,treated,batch_1,lane_2,-2.0789,,
cell_treated_272,donor_1,single_treated,treated,batch_1,lane_3,-2.4639,,
cell_treated_273,donor_1,single_treated,treated,batch_1,lane_1,-1.539,,
cell_treated_274,donor_1,single_treated,treated,batch_1,lane_2,0.0227,,
cell_treated_275,donor_1,single_treated,treated,batch_1,lane_3,-1.4655,,
cell_treated_276,donor_1,single_treated,treated,batch_1,lane_1,-1.8024,,
cell_treated_277,donor_1,single_treated,treated,batch_1,lane_2,-1.671,,
cell_treated_278,donor_1,single_treated,treated,batch_1,lane_3,-2.4318,,
cell_treated_279,donor_1,single_treated,treated,batch_1,lane_1,-1.0173,,
cell_treated_280,donor_1,single_treated,treated,batch_1,lane_2,-2.0796,,
cell_treated_281,donor_1,single_treated,treated,batch_1,lane_3,-0.5359,,
cell_treated_282,donor_1,single_treated,treated,batch_1,lane_1,-3.2601,,
cell_treated_283,donor_1,single_treated,treated,batch_1,lane_2,-0.5722,,
cell_treated_284,donor_1,single_treated,treated,batch_1,lane_3,-1.5416,,
cell_treated_285,donor_1,single_treated,treated,batch_1,lane_1,-2.8421,,
cell_treated_286,donor_1,single_treated,treated,batch_1,lane_2,-0.1753,,
cell_treated_287,donor_1,single_treated,treated,batch_1,lane_3,-1.1755,,
cell_treated_288,donor_1,single_treated,treated,batch_1,lane_1,-3.13,,
cell_treated_289,donor_1,single_treated,treated,batch_1,lane_2,-1.7751,,
cell_treated_290,donor_1,single_treated,treated,batch_1,lane_3,-0.609,,
cell_treated_291,donor_1,single_treated,treated,batch_1,lane_1,-1.3586,,
cell_treated_292,donor_1,single_treated,treated,batch_1,lane_2,-0.12,,
cell_treated_293,donor_1,single_treated,treated,batch_1,lane_3,-0.1524,,
cell_treated_294,donor_1,single_treated,treated,batch_1,lane_1,-0.2338,,
cell_treated_295,donor_1,single_treated,treated,batch_1,lane_2,-0.5734,,
cell_treated_296,donor_1,single_treated,treated,batch_1,lane_3,0.4337,,
cell_treated_297,donor_1,single_treated,treated,batch_1,lane_1,-0.2402,,
cell_treated_298,donor_1,single_treated,treated,batch_1,lane_2,-0.4488,,
cell_treated_299,donor_1,single_treated,treated,batch_1,lane_3,-2.984,,
cell_treated_300,donor_1,single_treated,treated,batch_1,lane_1,-0.0034,,
cell_treated_301,donor_1,single_treated,treated,batch_1,lane_2,0.4094,,
cell_treated_302,donor_1,single_treated,treated,batch_1,lane_3,-1.1969,,
cell_treated_303,donor_1,single_treated,treated,batch_1,lane_1,-1.3695,,
cell_treated_304,donor_1,single_treated,treated,batch_1,lane_2,1.0403,,
cell_treated_305,donor_1,single_treated,treated,batch_1,lane_3,-2.6581,,
cell_treated_306,donor_1,single_treated,treated,batch_1,lane_1,-0.4311,,
cell_treated_307,donor_1,single_treated,treated,batch_1,lane_2,1.5237,,
cell_treated_308,donor_1,single_treated,treated,batch_1,lane_3,-1.8276,,
cell_treated_309,donor_1,single_treated,treated,batch_1,lane_1,-0.2104,,
cell_treated_310,donor_1,single_treated,treated,batch_1,lane_2,0.9864,,
cell_treated_311,donor_1,single_treated,treated,batch_1,lane_3,-1.0202,,
cell_treated_312,donor_1,single_treated,treated,batch_1,lane_1,-0.3388,,
cell_treated_313,donor_1,single_treated,treated,batch_1,lane_2,0.0026,,
cell_treated_314,donor_1,single_treated,treated,batch_1,lane_3,-1.8058,,
cell_treated_315,donor_1,single_treated,treated,batch_1,lane_1,-0.9891,,
cell_treated_316,donor_1,single_treated,treated,batch_1,lane_2,-0.6072,,
cell_treated_317,donor_1,single_treated,treated,batch_1,lane_3,-0.0746,,
cell_treated_318,donor_1,single_treated,treated,batch_1,lane_1,-0.9345,,
cell_treated_319,donor_1,single_treated,treated,batch_1,lane_2,-1.0953,,
cell_treated_320,donor_1,single_treated,treated,batch_1,lane_3,-1.9161,,
cell_treated_321,donor_1,single_treated,treated,batch_1,lane_1,-1.259,,
cell_treated_322,donor_1,single_treated,treated,batch_1,lane_2,-0.0083,,
cell_treated_323,donor_1,single_treated,treated,batch_1,lane_3,-0.7983,,
cell_treated_324,donor_1,single_treated,treated,batch_1,lane_1,-1.753,,
cell_treated_325,donor_1,single_treated,treated,batch_1,lane_2,-1.7416,,
cell_treated_326,donor_1,single_treated,treated,batch_1,lane_3,1.7667,,
cell_treated_327,donor_1,single_treated,treated,batch_1,lane_1,0.2399,,
cell_treated_328,donor_1,single_treated,treated,batch_1,lane_2,-0.2626,,
cell_treated_329,donor_1,single_treated,treated,batch_1,lane_3,-3.4929,,
cell_treated_330,donor_1,single_treated,treated,batch_1,lane_1,-0.2785,,
cell_treated_331,donor_1,single_treated,treated,batch_1,lane_2,-0.4193,,
cell_treated_332,donor_1,single_treated,treated,batch_1,lane_3,0.7841,,
cell_treated_333,donor_1,single_treated,treated,batch_1,lane_1,-0.4722,,
cell_treated_334,donor_1,single_treated,treated,batch_1,lane_2,-0.9675,,
cell_treated_335,donor_1,single_treated,treated,batch_1,lane_3,-0.3776,,
cell_treated_336,donor_1,single_treated,treated,batch_1,lane_1,-2.8442,,
cell_treated_337,donor_1,single_treated,treated,batch_1,lane_2,0.1333,,
cell_treated_338,donor_1,single_treated,treated,batch_1,lane_3,-0.5751,,
cell_treated_339,donor_1,single_treated,treated,batch_1,lane_1,-1.6021,,
cell_treated_340,donor_1,single_treated,treated,batch_1,lane_2,0.4256,,
cell_treated_341,donor_1,single_treated,treated,batch_1,lane_3,0.9093,,
cell_treated_342,donor_1,single_treated,treated,batch_1,lane_1,-2.3024,,
cell_treated_343,donor_1,single_treated,treated,batch_1,lane_2,-1.5663,,
cell_treated_344,donor_1,single_treated,treated,batch_1,lane_3,-0.6087,,
cell_treated_345,donor_1,single_treated,treated,batch_1,lane_1,-0.7165,,
cell_treated_346,donor_1,single_treated,treated,batch_1,lane_2,-1.2985,,
cell_treated_347,donor_1,single_treated,treated,batch_1,lane_3,-1.8742,,
cell_treated_348,donor_1,single_treated,treated,batch_1,lane_1,1.2205,,
cell_treated_349,donor_1,single_treated,treated,batch_1,lane_2,0.1374,,
cell_treated_350,donor_1,single_treated,treated,batch_1,lane_3,-2.0942,,
cell_treated_351,donor_1,single_treated,treated,batch_1,lane_1,-2.245,,
cell_treated_352,donor_1,single_treated,treated,batch_1,lane_2,0.8031,,
cell_treated_353,donor_1,single_treated,treated,batch_1,lane_3,0.0891,,
cell_treated_354,donor_1,single_treated,treated,batch_1,lane_1,0.921,,
cell_treated_355,donor_1,single_treated,treated,batch_1,lane_2,-0.0899,,
cell_treated_356,donor_1,single_treated,treated,batch_1,lane_3,-1.7721,,
cell_treated_357,donor_1,single_treated,treated,batch_1,lane_1,-0.6393,,
cell_treated_358,donor_1,single_treated,treated,batch_1,lane_2,-3.0601,,
